기업명,CSR Hub ID,기부금 순위,제안 우선도,회사 간단 소개,업종,법인유형,소재지,직원수(2025),"매출액(2025, 억원)",2022 기부금(백만원),2023 기부금(백만원),2024 기부금(백만원),2025 기부금(백만원),"2026 기부금(백만원, 7/1 기준)",22~25 연평균(백만원),"22~26 단순평균(백만원, 26 부분)",기준 충족 연도 수(22~25),주요 사업 분야,주요 공개사업(최대 3개),공개 주요사업 수,교육 연관사업 수,교육사업 비중,KMA 연관 분야,주요 교육사업(최대 3개),KMA와의 접점,사업정보 참고,홈페이지,지속가능보고서,CSR Hub 상세 URL,연락처 및 접근 경로
기아,3,10,A,"승용차 및 기타 여객용 자동차 제조업 기업, 유가증권시장, 서울특별시 서초구 소재, 2025년 매출 약 114.1조원, 직원 36,566명.",승용차 및 기타 여객용 자동차 제조업,유가증권시장,서울특별시 서초구 헌릉로 12 기아자동차,"36,566","1,141,409.20","5,499.30","7,298.30","8,139.60","8,249.70",2,"7,296.70","5,837.80",4,주거안전지원(16) / 교육자립지원(13) / 보건의료지원(6),아동학대 예방 및 아동보호체계 강화를 위한 통합지원 사업 현대자동차그룹 'i-CARE(아이케어)'- 2차년도 / 전국 사회복지기관 친환경 EV패키지 지원사업 ‘E-share’ / 지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업,50,22,44.00%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업 / 취약계층 청소년 및 대학생 인재의 교육기회 불평등 해소를 위한 학습지도 및 멘토링 지원 사업 : H-점프스쿨 / 고령자 교통안전을 위한 교육 및 인식개선 사업 「2024년 교통안전 베테랑 교실」,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 18개 기업에 공통 표시됨(그룹 사업 가능성),http://www.kia.co.kr/,https://worldwide.kia.com/kr/company/sustainability/sustainability-report,https://csrhub.chest.or.kr/contributors/private/3,"우선: 현대차정몽구재단 02-746-0001 / https://www.hyundai-cmkfoundation.org/ | 보조: 현대자동차 공식 1:1 문의 https://www.hyundai.com/kr/ko/digital-customer-support/helpdesk/ask | 접근: 그룹 공동교육이면 재단, 계열사 단독사업이면 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.kia.co.kr/"
현대모비스,4,11,A,"자동차 신품 부품 제조업 기업, 유가증권시장, 서울 강남구 소재, 2025년 매출 약 61.1조원, 직원 12,535명.",자동차 신품 부품 제조업,유가증권시장,서울 강남구 역삼1동 로담코빌딩 140-2,"12,535","611,181.30","5,714.30","8,326.40","7,783.70","7,090.20",8.2,"7,228.60","5,784.60",4,주거안전지원(16) / 교육자립지원(13) / 보건의료지원(6),아동학대 예방 및 아동보호체계 강화를 위한 통합지원 사업 현대자동차그룹 'i-CARE(아이케어)'- 2차년도 / 전국 사회복지기관 친환경 EV패키지 지원사업 ‘E-share’ / 지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업,50,22,44.00%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업 / 취약계층 청소년 및 대학생 인재의 교육기회 불평등 해소를 위한 학습지도 및 멘토링 지원 사업 : H-점프스쿨 / 고령자 교통안전을 위한 교육 및 인식개선 사업 「2024년 교통안전 베테랑 교실」,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 18개 기업에 공통 표시됨(그룹 사업 가능성),http://www.mobis.com/,https://www.mobis.com/kr/sustain/sustain.do,https://csrhub.chest.or.kr/contributors/private/4,"우선: 현대차정몽구재단 02-746-0001 / https://www.hyundai-cmkfoundation.org/ | 보조: 현대자동차 공식 1:1 문의 https://www.hyundai.com/kr/ko/digital-customer-support/helpdesk/ask | 접근: 그룹 공동교육이면 재단, 계열사 단독사업이면 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.mobis.com/"
POSCO홀딩스,1159,12,D,"제철, 제강 및 합금철 제조업 기업, 유가증권시장, 경상북도 포항시 소재, 2025년 매출 약 69.1조원, 직원 524명.","제철, 제강 및 합금철 제조업",유가증권시장,경상북도 포항시 남구 동해안로 6261 -,524,"690,948.90","7,000.00","8,000.00","6,500.00","6,500.00",0,"7,000.00","5,600.00",4,공개 주요사업 없음,,0,0,,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.posco-inc.com/,,https://csrhub.chest.or.kr/contributors/private/1159,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.posco-inc.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
포스코,138,13,A,"제철, 제강 및 합금철 제조업 기업, 기타법인, 경상북도 포항시 소재, 2025년 매출 약 43.6조원, 직원 17,641명.","제철, 제강 및 합금철 제조업",기타법인,경상북도 포항시 남구 동해안로 6261,"17,641","435,591.40","7,000.00","8,000.00","6,500.00","5,500.00",0,"6,750.00","5,400.00",4,교육자립지원(2) / 기초생계지원(2) / 사회적돌봄강화(2),복지 사각지대 광복회원의 지속 지원사업 / 2024-25년 인도네시아 찔레곤지역 저소득층을 위한 기후변화적응 역량 강화 사업 / 나눔인재 및 미래 환경리더 양성을 위한 포스코 대학생봉사단 : 비욘드 17기,9,4,44.40%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,2024-25년 인도네시아 찔레곤지역 저소득층을 위한 기후변화적응 역량 강화 사업 / 나눔인재 및 미래 환경리더 양성을 위한 포스코 대학생봉사단 : 비욘드 17기 / 마다가스카르 안타나나리보 저소득 취약여성 역량강화를 위한 중고의류 리싸이클링 프로젝트,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.posco.co.kr/,https://sustainability.posco.co.kr/S91/S91F10/kor/UI-PK_W027.do,https://csrhub.chest.or.kr/contributors/private/138,우선: 포스코1%나눔재단 02-3457-1002 / nanum@poscofoundation.org / https://www.poscofoundation.org/front/consortium/location.do | 접근: 재단 메일·전화로 교육사업 제안 후 사업 귀속 계열사 확인 | 기업 홈페이지: http://www.posco.co.kr/
삼성화재해상보험,17,14,A,"손해보험업 기업, 유가증권시장, 서울특별시 서초구 소재.",손해보험업,유가증권시장,서울특별시 서초구 서초대로74길 14 (서초동),,,"3,246.50","7,161.00","8,139.00","6,969.00",0,"6,378.90","5,103.10",4,교육자립지원(6) / 심리정서지원(3) / 보건의료지원(2),미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 취약계층 건강 증진을 위한 의료비 지원 사업 '희망진료센터' / 명절맞이 취약계층 및 사회복지시설 물품지원 사업,14,8,57.10%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 시니어 디지털 역량 강화 및 활용을 위한 「삼성 시니어 디지털 아카데미」 / 삼성전자와 함께하는 자립준비청년 취업지원사업 ‘희망디딤돌 2.0’,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 20개 기업에 공통 표시됨(그룹 사업 가능성),http://www.samsungfire.com/,https://www.samsungfire.com/v2/html/company/04/M_040_030_001.html,https://csrhub.chest.or.kr/contributors/private/17,우선: 삼성 CSR 공식 채널 https://csr.samsung.com/ko/ | 접근: 해당 계열사 대표전화·공식 문의에서 ‘사회공헌/ESG/대외협력 담당’ 연결 요청(공개된 공통 CSR 직통 연락처는 미확인) | 기업 홈페이지: http://www.samsungfire.com/
농협은행,468,15,A,"국내은행 기업, 기타법인, 서울특별시 중구 소재.",국내은행,기타법인,서울특별시 중구 통일로 120 농협중앙회건물 신관,,,"3,461.40","8,418.70","8,828.30","4,447.40",400.9,"6,288.90","5,111.30",4,기초생계지원(3) / 사회적돌봄강화(3) / 교육자립지원(1),2024 온기나눔 이불지원사업 / 취약계층 청소년의 올바른 역사문화 인식 향상을 위한 해외 역사·평화 캠프지원 사업 / 2024년 위기가정 생계비 지원 및 중증장애인 동절기 김장지원,8,1,12.50%,교육격차·취약계층 / 청소년·청년 교육 / 환경·안전·문화 교육,취약계층 청소년의 올바른 역사문화 인식 향상을 위한 해외 역사·평화 캠프지원 사업,"청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산 / 주제형 교육 콘텐츠 개발, 강사·체험 운영, 성과측정",개별 귀속 여부는 원문 기준,http://banking.nonghyup.com/,https://www.nhbank.com/goSubPage.do,https://csrhub.chest.or.kr/contributors/private/468,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://banking.nonghyup.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
삼성생명,30,16,A,"생명보험업 기업, 유가증권시장, 서울특별시 서초구 소재, 직원 5,124명.",생명보험업,유가증권시장,서울특별시 서초구 서초대로74길 11 (서초동) 삼성생명보험 주식회사,"5,124",,"3,931.00","6,234.00","6,874.00","5,944.00",0,"5,745.80","4,596.60",4,교육자립지원(6) / 심리정서지원(3) / 보건의료지원(2),미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 취약계층 건강 증진을 위한 의료비 지원 사업 '희망진료센터' / 명절맞이 취약계층 및 사회복지시설 물품지원 사업,14,8,57.10%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 시니어 디지털 역량 강화 및 활용을 위한 「삼성 시니어 디지털 아카데미」 / 삼성전자와 함께하는 자립준비청년 취업지원사업 ‘희망디딤돌 2.0’,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 20개 기업에 공통 표시됨(그룹 사업 가능성),http://www.samsunglife.com/,https://www.samsunglife.com/individual/display/intro/PDK-CISSI030240M,https://csrhub.chest.or.kr/contributors/private/30,기본: 1588-3114 / https://www.samsunglife.com/ | 우선: 삼성 CSR https://csr.samsung.com/ko/ | 접근: 고객센터가 아닌 회사/사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.samsunglife.com/
애터미,841,17,C,"화장품 및 화장용품 도매업 기업, 기타법인, 충청남도 공주시 소재, 직원 0명.",화장품 및 화장용품 도매업,기타법인,충청남도 공주시 백제문화로 2148-21 (웅진동),0,,469.1,90.5,"10,058.40","10,399.90",0,"5,254.50","4,203.60",4,기초생계지원(2),"2024년 저소득층 밑반찬 지원사업 ""든든한 밥상"" / 고령의 6·25참전유공자 취약계층 등 공훈 선양 및 생계 지원을 위한 영웅사진 촬영",2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.atomy.kr/,https://global.atomy.com/menu.es?mid=a10307020100,https://csrhub.chest.or.kr/contributors/private/841,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.atomy.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
삼성디스플레이,116,18,A,"표시장치 제조업 기업, 기타법인, 경기도 용인시 소재, 2025년 매출 약 26.0조원, 직원 0명.",표시장치 제조업,기타법인,경기도 용인시 기흥구 삼성로 1,0,"259,933.20","2,476.30","5,234.60","4,566.90","3,611.80",0,"3,972.40","3,177.90",4,교육자립지원(6) / 심리정서지원(3) / 보건의료지원(2),미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 취약계층 건강 증진을 위한 의료비 지원 사업 '희망진료센터' / 명절맞이 취약계층 및 사회복지시설 물품지원 사업,14,8,57.10%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,미취업 청년들의 취업경쟁력을 높이기 위한 '삼성 청년 SW 아카데미'(SSAFY) / 시니어 디지털 역량 강화 및 활용을 위한 「삼성 시니어 디지털 아카데미」 / 삼성전자와 함께하는 자립준비청년 취업지원사업 ‘희망디딤돌 2.0’,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 20개 기업에 공통 표시됨(그룹 사업 가능성),http://www.samsungdisplay.com/,https://www.samsungdisplay.com/kor/sustainability/sustainability-management.jsp,https://csrhub.chest.or.kr/contributors/private/116,우선: 삼성 CSR 공식 채널 https://csr.samsung.com/ko/ | 접근: 해당 계열사 대표전화·공식 문의에서 ‘사회공헌/ESG/대외협력 담당’ 연결 요청(공개된 공통 CSR 직통 연락처는 미확인) | 기업 홈페이지: http://www.samsungdisplay.com/
LG전자,6,19,A,"통신 및 방송장비 제조업 기업, 유가증권시장, 서울특별시 영등포구 소재, 2025년 매출 약 89.2조원, 직원 68,288명.",통신 및 방송장비 제조업,유가증권시장,서울특별시 영등포구 여의대로 128 LG트윈타워,"68,288","892,008.80",670,"2,926.00","4,536.00","7,278.40",0,"3,852.60","3,082.10",4,교육자립지원(2) / 보건의료지원(1) / 심리정서지원(1),국제백신연구소(IVI) 에티오피아 콜레라 취약 지역 주민들을 위한 콜레라 백신 접종 및 예방 사업 / 에티오피아 참전용사 마을 내 참전용사 가정 및 저소득층이 함께 성장 자립하는 희망키움 프로젝트 (3차년도) / 태양광 에너지 보급을 통한 콩고민주공화국 아동 학교 보내기 프로젝트: LG 스쿨 텔레포터,5,3,60.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육,"태양광 에너지 보급을 통한 콩고민주공화국 아동 학교 보내기 프로젝트: LG 스쿨 텔레포터 / 자립준비청년(보호종료아동)의 심리정서 안정을 위한 플랫폼, 컨텐츠 지원사업 “마음하나” / 태양광 에너지 보급을 통한 콩고민주공화국 아동 학교 보내기 프로젝트: LG 스쿨 텔레포터","청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.lge.co.kr/,https://www.lge.co.kr/company/sustainable/download,https://csrhub.chest.or.kr/contributors/private/6,우선: LG재단 1:1 문의(첨부 가능) https://foundation.lg.or.kr/contact-us/ | 접근: LG복지재단·LG연암문화재단 중 사업 성격에 맞게 선택; 계열사 단독사업은 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.lge.co.kr/
아모레퍼시픽,103,20,C,"화장품 제조업 기업, 유가증권시장, 서울특별시 용산구 소재, 2025년 매출 약 4.3조원, 직원 4,748명.",화장품 제조업,유가증권시장,서울특별시 용산구 한강대로 100 (한강로2가),"4,748","42,528.20","4,830.50","3,020.40","2,687.20","3,903.40",300,"3,610.40","2,948.30",4,기초생계지원(1) / 심리정서지원(1),청소년의 건강한 미의식 형성을 위한 “Get RE&DY with Your New Beauty” / 2024 아모레퍼시픽 아리따운물품나눔,2,0,0.00%,,,현재 공개 주요사업에서는 직접적인 교육 접점이 확인되지 않음. 신규 교육형 사회공헌사업 제안 가능,개별 귀속 여부는 원문 기준,http://www.apgroup.com/,https://www.apgroup.com/int/ko/commitments/sustainability/sustainability-reports/sustainability-reports.html,https://csrhub.chest.or.kr/contributors/private/103,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.apgroup.com/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
고려아연,41,21,A,"연 및 아연 제련, 정련 및 합금 제조업 기업, 유가증권시장, 서울특별시 종로구 소재, 2025년 매출 약 16.6조원, 직원 4,108명.","연 및 아연 제련, 정련 및 합금 제조업",유가증권시장,서울특별시 종로구 종로33 (청진동) -,"4,108","165,878.50","3,119.70","3,173.50","3,300.00","4,304.90",250,"3,474.50","2,829.60",4,기초생계지원(3) / 보건의료지원(2) / 교육자립지원(1),"2024년 ***, 사랑의열매, *** 취약계층 물품지원 사업 / 저소득층 청소년의 가치 있는 미래설계를 위한 장학사업 ‘려(麗)’ / 찾아가는 누구나진료센터",7,1,14.30%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육,저소득층 청소년의 가치 있는 미래설계를 위한 장학사업 ‘려(麗)’,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.koreazinc.co.kr/,https://www.koreazinc.co.kr/sustainability/reporting/summary/,https://csrhub.chest.or.kr/contributors/private/41,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.koreazinc.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
현대건설,18,22,A,"도로 건설업 기업, 유가증권시장, 서울특별시 종로구 소재, 2025년 매출 약 31.1조원, 직원 6,900명.",도로 건설업,유가증권시장,서울특별시 종로구 율곡로 75,"6,900","310,629.10","2,107.60","2,924.30","3,146.50","3,272.60",4.7,"2,862.70","2,291.10",4,주거안전지원(16) / 교육자립지원(13) / 보건의료지원(6),아동학대 예방 및 아동보호체계 강화를 위한 통합지원 사업 현대자동차그룹 'i-CARE(아이케어)'- 2차년도 / 전국 사회복지기관 친환경 EV패키지 지원사업 ‘E-share’ / 지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업,50,22,44.00%,교육격차·취약계층 / 디지털·AI 교육 / 멘토링·학습관리 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,지역사회복지기관 지원을 통한 사회복지 서비스 역량 강화：지역사회복지 지원사업 / 취약계층 청소년 및 대학생 인재의 교육기회 불평등 해소를 위한 학습지도 및 멘토링 지원 사업 : H-점프스쿨 / 고령자 교통안전을 위한 교육 및 인식개선 사업 「2024년 교통안전 베테랑 교실」,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 멘토 모집·교육·매칭, 활동 모니터링, 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영",동일한 공개 사업 목록이 18개 기업에 공통 표시됨(그룹 사업 가능성),http://www.hdec.kr/,https://www.hdec.kr/kr/company/library_03.aspx?,https://csrhub.chest.or.kr/contributors/private/18,"우선: 현대차정몽구재단 02-746-0001 / https://www.hyundai-cmkfoundation.org/ | 보조: 현대자동차 공식 1:1 문의 https://www.hyundai.com/kr/ko/digital-customer-support/helpdesk/ask | 접근: 그룹 공동교육이면 재단, 계열사 단독사업이면 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.hdec.kr/"
S-Oil,5,23,A,"원유 정제처리업 기업, 유가증권시장, 서울특별시 마포구 소재, 2025년 매출 약 34.2조원, 직원 3,537명.",원유 정제처리업,유가증권시장,서울특별시 마포구 백범로 192,"3,537","342,469.60","1,800.40","3,693.50","3,100.30","2,477.80","2,100.00","2,768.00","2,634.40",4,교육자립지원(1) / 보건의료지원(1),"화상환자 치료비 및 자립지원사업 ""Burn to Rise"" / 에쓰-오일과 함께하는 자립준비청년 및 고등학생 취업지원사업 「굿잡드림」",2,1,50.00%,교육격차·취약계층 / 진로·취업·자립 / 청소년·청년 교육,에쓰-오일과 함께하는 자립준비청년 및 고등학생 취업지원사업 「굿잡드림」,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영 / 교육취약계층 맞춤형 학습지원, 모집·운영 통합관리, 지역 확산",개별 귀속 여부는 원문 기준,http://www.s-oil.com/,https://www.s-oil.com/sustainability/Report.aspx,https://csrhub.chest.or.kr/contributors/private/5,기본: 본사 02-3772-5151 / 고객센터 1644-5151 | 문의: https://www.s-oil.com/m/customer/CSMain.aspx | 접근: 일반문의에 교육 기반 사회공헌 협업 제안으로 접수 후 사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.s-oil.com/
LG화학,12,24,A,"석유화학계 기초 화학 물질 제조업 기업, 유가증권시장, 서울특별시 영등포구 소재, 2025년 매출 약 45.9조원, 직원 12,869명.",석유화학계 기초 화학 물질 제조업,유가증권시장,서울특별시 영등포구 여의대로 128,"12,869","459,321.70","6,718.80","3,489.00",711.1,82.3,8.6,"2,750.30","2,202.00",4,교육자립지원(3) / 소통과참여확대(1),LG화학 아동청소년 ESG 리더 양성 교육사업 'LIKE GREEN' 5차년도 / 지역주민과의 소통으로 지역사회의 복지역량 강화를 위한 희망복지(소식지) 발간사업 / 아동청소년 ESG 리더 양성 교육사업 LIKE GREEN 4차년도,4,4,100.00%,진로·취업·자립 / 청소년·청년 교육,LG화학 아동청소년 ESG 리더 양성 교육사업 'LIKE GREEN' 5차년도 / 지역주민과의 소통으로 지역사회의 복지역량 강화를 위한 희망복지(소식지) 발간사업 / 아동청소년 ESG 리더 양성 교육사업 LIKE GREEN 4차년도,"청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.lgchem.com/,https://www.lgchem.com/sustainability/sustainability-strategy/sustainability-reports?lang=ko_KR,https://csrhub.chest.or.kr/contributors/private/12,우선: LG재단 1:1 문의(첨부 가능) https://foundation.lg.or.kr/contact-us/ | 접근: LG복지재단·LG연암문화재단 중 사업 성격에 맞게 선택; 계열사 단독사업은 해당사 ESG 담당 연결 요청 | 기업 홈페이지: http://www.lgchem.com/
GS칼텍스,163,25,A,"원유 정제처리업 기업, 기타법인, 서울특별시 강남구 소재, 2025년 매출 약 44.6조원, 직원 3,120명.",원유 정제처리업,기타법인,"서울특별시 강남구 논현로 508 (역삼동, GS강남타워)","3,120","446,302.00","3,649.60","2,769.90","1,285.20","2,467.70",217,"2,543.10","2,077.90",4,심리정서지원(4) / 교육자립지원(3) / 기초생계지원(3),초기 청소년의 사회성 증진을 중심으로 한 심리정서지원사업 '마음톡톡' / 희망풍차 위기가정 긴급지원 / GS EPS(주) 민관 협업을 통한 지역사회 맞춤형 사회공헌(24년 1차),14,3,21.40%,교육격차·취약계층 / 디지털·AI 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,다문화 학생 학습환경을 위한 안전공사 및 교육환경개선 사업 / 다문화 청소년 창의인재 양성 지원 『에너지 플러스』 / 저소득가정 아동 미디어교육 지원사업,"AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리 / 청소년 학습·진로 프로그램 기획, 학교·지역기관 연계, 참여자 운영",개별 귀속 여부는 원문 기준,http://www.gscaltex.co.kr/,https://www.gscaltex.com/kr/Sustainability/SustainabilityReport,https://csrhub.chest.or.kr/contributors/private/163,2차 선별 외—심층 연락처 우선조사 미실시 | 기본: http://www.gscaltex.co.kr/ | 접근: 공식 대표·문의 페이지에서 ESG·사회공헌·대외협력 담당 연결 요청
케이티,16,26,A,"전기 통신업 기업, 유가증권시장, 경기도 성남시 소재, 2025년 매출 약 28.2조원, 직원 14,701명.",전기 통신업,유가증권시장,경기도 성남시 분당구 불정로 90 KT 본사,"14,701","282,441.60","1,530.00","2,500.00","1,520.00","3,505.80","2,000.00","2,264.00","2,211.20",4,교육자립지원(6) / 기초생계지원(5) / 주거안전지원(2),"국내외 난청환자의 청각재활을 위한 재활프로그램 운영 및 의료비 지원 : KT-연세의료원 국내외 청각재활지원사업 / 에너지배려세대 동절기 난방안전망 구축을 위한 「난방에너지원(연탄,등유) 지원 사업」 / ESG 경영 확산 및 탄소배출 저감을 위한 자활사업 연계 플라스틱 투명 페트병 재자원화사업 “청년(靑年)이 주도하는 푸른(靑) 지구 만들기 - 청청(靑靑) 프로젝트”",17,7,41.20%,교육격차·취약계층 / 디지털·AI 교육 / 시니어·중장년 교육 / 진로·취업·자립 / 청소년·청년 교육 / 환경·안전·문화 교육,"디지털 소외 노인 디지털 역량 강화를 위한 ICT 실버 서포터즈 양성 프로젝트 ‘시니어 디지털 천하무적!(천천히, 하나씩, 무엇이든, 적극적으로)' / 저소득 청소년들의 자기주도적 학습 및 진로설계 역량강화를 위한 진로탐색 프로그램 ""내.꿈.내.만(내 꿈은 내가 만든다)"" / 쪽방 주민들을 위한 정서문화프로그램","AI·디지털 교육과정 설계, 강사 운영, 프로젝트형 학습·성과관리 / 시니어·중장년 디지털·생애역량 교육과 지역 거점 운영 / 청년·경력전환자 직무교육·취업지원, 멘토링, 성과관리",개별 귀속 여부는 원문 기준,http://www.kt.com/,https://corp.kt.com/html/sustain/possibility/sustainability.html?menuid=trigger_sustainability_03,https://csrhub.chest.or.kr/contributors/private/16,우선: KT 기업·B2B 문의 1588-0114 / https://corp.kt.com/html/etc/contact.html | 사회공헌 정보 https://m.corp.kt.com/html/sustain/customer/contribution.html | 접근: 전화·문의에서 ESG/사회공헌 담당 연결 요청 | 기업 홈페이지: http://www.kt.com/
